Name,Region,Scientific Name,Sun Exposure,Rating
Red Buckeye,0,Aesculus pavia,"sun, partial sun, shade",0.00
Northern Catalpa,0,Catalpa speciosa,sun,0.00
Sugarcane,0,Saccharum officinarum,"sun, partial sun",0.00
Little Bluestem,0,Schizachyrium scoparium,"sun, partial sun",0.00
Schefflera,0,Schefflera spp.,"sun, partial sun, shade",0.00
Flame-Of-The-Woods,0,Ixora coccinea,"sun, partial sun",0.00
Jacaranda,0,Jacaranda mimosifolia,"sun, partial sun",0.00
Plumeria,0,Plumeria rubra,sun,0.00
Name,Region,Scientific Name,Sun Exposure,Rating
Dusty Miller,1,Senecio cineraria,"sun, partial sun",See note regarding cool season annuals
"Daffodils, Jonquils, Paperwhites, or Narcissus",1,Narcissus spp.,sun,See note regarding cool season annuals
Indian Paintbrush,1,Castilleja indivisa,"sun, partial sun",See note regarding cool season annuals
Texas Bluebonnet,1,Lupinus texensis,"sun, partial sun",See note regarding cool season annuals
Larkspur,1,Consolida ambigua,"sun, partial sun",See note regarding cool season annuals
Tree Cholla,1,Opuntia imbricata,sun,10.00
Desert Willow,1,Chilopsis linearis,sun,10.00
Evening Primrose,1,Oenothera speciosa,"sun, partial sun",10.00
Engelman's Prickly Pear,1,Opuntia engelmannii,sun,10.00
Rockrose,1,Pavonia lasiopetala,"sun, partial sun",10.00
Sweet Mock Orange,1,Philadelphus coronarius,"sun, partial sun",10.00
Chinese Photinia,1,Photinia serratifolia   (Photinia serrulata),"sun, partial sun",10.00
Pinyon Pine,1,Pinus cembroides,sun,10.00
Slash Pine,1,Pinus elliottii,sun,10.00
Texas Pistachio,1,Pistacia mexicana (Pistacia texana),sun,10.00
Honey Mesquite,1,Prosopis glandulosa,"sun, partial sun",10.00
Heavenly Bamboo or Nandina,1,Nandina domestica,"sun, partial sun, shade",10.00
Turk's Cap,1,Malvaviscus arboreus var. drummondii,"sun, partial sun, shade",10.00
Ash Juniper,1,Juniperus ashei,sun,10.00
Rocky Mountain Juniper,1,Juniperus scopulorum,sun,10.00
Eastern Redcedar,1,Juniperus virginiana,sun,10.00
Lantana,1,Lantana spp.,sun,10.00
Goldenball Leadtree,1,Leucaena retusa,"sun, partial sun",10.00
Coral Honeysuckle,1,Lonicera sempervirens,"sun, partial sun",10.00
Pam's Pink American Honeysuckle,1,Lonicera x americana,sun,10.00
Thornless Common Honeylocust,1,Gleditsia triacanthos var. inermis,sun,10.00
Russell's Hybrid Lupines,1,Lupinus x polyphyllus,"sun, partial sun",10.00
Giant Turk's Cap,1,Malvaviscus arboreus var. mexicanus,"sun, partial sun",10.00
Southern Magnolia,1,Magnolia grandiflora,"sun, partial sun",10.00
Sawtooth Oak,1,Quercus acutissima,sun,10.00
Texas Red Oak,1,Quercus buckleyi (Quercus texana),sun,10.00
American Elderberry,1,Sambucus canadensis,"sun, partial sun",10.00
Mexican Elder,1,Sambucus mexicana,"sun, partial sun",10.00
Western Soapberry,1,Sapindus drummondii,sun,10.00
Chittamwood or Woollybucket Bumelia,1,Sideroxylon lanuginosum (Bumelia lanuginosa),"sun, partial sun",10.00
Eve's Necklace,1,Sophora affinis,"sun, partial sun, shade",10.00
Coralberry,1,Symphoricarpos orbiculatus,"sun, partial sun, shade",10.00
Mexican Mint Merigold,1,Tagetes lucida,"sun, partial sun",10.00
Common Baldcypress,1,Taxodium distichum var. distichum,sun,10.00
Asian Jasmine,1,Trachelospermum asiaticum,"sun, partial sun, shade",10.00
Mexican Buckeye,1,Ungnadia speciosa,"sun, partial sun",10.00
Chaste Tree,1,Vitex agnus-castus,"sun, partial sun",10.00
Spanish Daggers or Yucca,1,Yucca spp.,sun,10.00
Salvias or Sages,1,Salvia spp.,"sun, partial sun",10.00
Rosemary,1,Rosmarinus officinalis,sun,10.00
Staghorn Sumac,1,Rhus typhina,sun,10.00
Southern Red Oak,1,Quercus falcata,sun,10.00
Escarpment Live Oak,1,Quercus fusiformis (Quercus virginiana var. fusiformis),sun,10.00
Lacey Oak,1,Quercus laceyi (Quercus glaucoides),sun,10.00
Bur Oak,1,Quercus macrocarpa,sun,10.00
Chinkapin Oak,1,Quercus muehlenbergii,sun,10.00
Shumard Oak,1,Quercus shumardii,sun,10.00
Post Oak,1,Quercus stellata,sun,10.00
Mexican Hat,1,Ratibida columnaris,"sun, partial sun",10.00
Needle Palm,1,Rhapidophyllum hystrix,"sun, partial sun, shade",10.00
Fragrant Sumac,1,Rhus aromatica,sun,10.00
Smooth Sumac,1,Rhus glabra,sun,10.00
Prairie Flameleaf Sumac,1,Rhus lanceolata,sun,10.00
Mexican Zinnia,1,Zinnia angustifolia (Zinnia linearis),sun,10.00
Mimosa,1,Albizia julibrissin,sun,10.00
Texas Madrone,1,Arbutus xalapensis,"sun, partial sun",10.00
Tree-Of-Heaven,1,Ailanthus altissima,"sun, partial sun",10.00
Zinnia or         Youth-And-Old-Age,1,Zinnia elegans,"sun, partial sun",10.00
Agarito,1,Berberis trifoliolata,"sun, partial sun",10.00
Monterey Oak or Mexican White Oak,1,Quercus polymorpha,sun,9.00
Viburnums,1,Viburnum spp.,"sun, partial sun",9.00
"Texas Sage, Cenizo, or Texas Ranger",1,Leucophyllum frutescens,sun,9.00
Common Crapemyrtle,1,Lagerstroemia indica,sun,9.00
Verbena,1,Verbena spp.,"sun, partial sun",9.00
Chinese Juniper,1,Juniperus chinensis,sun,9.00
Shore Juniper,1,Juniperus conferta,sun,9.00
Rough-Leaf Dogwood,1,Cornus drummondii,"sun, partial sun",9.00
Chisos Rosewood,1,Vauquelinia angustifolia,sun,9.00
Quihoui Privet,1,Ligustrum quihoui,"sun, partial sun, shade",9.00
Japanese Garden Juniper,1,Juniperus procumbens,sun,9.00
Chinese Privet,1,Ligustrum sinense,"sun, partial sun, shade",9.00
American Beautyberry,1,Callicarpa americana,"sun, partial sun",9.00
Copperbark Crapemyrtle,1,Lagerstroemia fauriei,sun,9.00
Creeping Juniper,1,Juniperus horizontalis,sun,9.00
Century Plant,1,Agave americana,sun,9.00
Pond Baldcypress,1,Taxodium ascendens (Taxodium distichum var. imbricarium),"sun, partial sun",9.00
Chinese Pistachio,1,Pistachia chinensis,sun,9.00
Black Bamboo,1,Phyllostachys nigra,"sun, partial sun, shade",9.00
Golden Bamboo,1,Phyllostachys aurea,"sun, partial sun, shade",9.00
Mexican Plum,1,Prunus mexicana,sun,9.00
Passionflowers,1,Passiflora spp.,"sun, partial sun",9.00
Dwarf Pomegranate,1,Punica granatum var. nana,"sun, partial sun",9.00
Monkey Grass,1,Ophiopogon japonica,"partial sun, shade",9.00
Ocotillo,1,Fouquieria splendens,sun,9.00
Creosote Bush,1,Larrea tridentata,sun,9.00
Winged Elm,1,Ulmus alata,sun,9.00
White Oak,1,Quercus alba,sun,9.00
Dwarf Waxmyrtle,1,Myrica pussilla,"sun, partial sun",9.00
Myrtle,1,Myrtus communis,"sun, partial sun",9.00
Callery Pear,1,Pyrus calleryana,sun,9.00
American Elm,1,Ulmus americana,sun,9.00
Dwarf Cattail,1,Typha minima,"sun, partial sun",8.20
Narrowleaf Cattail,1,Typha angustifolia,"sun, partial sun, shade",8.20
Sugar Hackberry or Southern Hackberry,1,Celtis laevigata,sun,8.20
Saucer Magnolia,1,Magnolia x soulangiana,"sun, partial sun",8.00
Showy Stonecrop Sedum,1,Sedum spectabile,"sun, partial sun",8.00
Hen-And-Chicks,1,Sempervivum tectorum,sun,8.00
Chinese Silver Grass,1,Miscanthus sinensis,"sun, partial sun",8.00
Common Mulberry,1,Morus alba,"sun, partial sun",8.00
Texas Mountain Laurel,1,Sophora secundiflora,"sun, partial sun",8.00
Common Lilac,1,Syringa vulgaris,sun,8.00
Southern Waxmyrtle,1,Myrica cerifera,"sun, partial sun",8.00
Common Oleander,1,Nerium oleander,"sun, partial sun",8.00
Black Cherry,1,Prunus serotina,sun,8.00
Blue Plumbago,1,Plumbago auriculata,"sun, partial sun",8.00
Red Yucca,1,Hesperaloe parviflora,"sun, partial sun",8.00
Weeping Willow,1,Salix alba,sun,8.00
Willow Oak,1,Quercus phellos,sun,8.00
Chinese Fringe Flower or Chinese Witchhazel,1,Loropetalum chinense,"sun, partial sun",8.00
Yellow Bird Of Paradise,1,Caesalpinia gilliesii,sun,8.00
Star Magnolia,1,Magnolia stellata,"sun, partial sun",8.00
Sweetbay Magnolia,1,Magnolia virginiana,"sun, partial sun",8.00
Honey Myrtles,1,Melaleuca spp.,"sun, partial sun",8.00
Dawn Redwood,1,Metasequoia glyptostroboides,"sun, partial sun",8.00
Cypress Vine or Cardinal Climber,1,Ipomoea quamoclit,sun,8.00
Black Locust,1,Robinia pseudoacacia,"sun, partial sun",8.00
Shrub Morning Glory or Bush Morning Glory,1,Ipomoea carnea subsp. fistulosa (Ipomoea fistulosa),sun,8.00
Red Gomphrena,1,Gomphrena haageana,"sun, partial sun",8.00
Big Periwinkle,1,Vinca major,"partial sun, shade",8.00
Texas Persimmon,1,Diospyros texana,sun,8.00
Lanceleaf Coreopsis,1,Coreopsis lanceolata,"sun, partial sun",8.00
Periwinkle,1,Vinca minor,shade,8.00
Lacebark Elm,1,Ulmus parvifolia,sun,8.00
Common Persimmon,1,Diospyros virginiana,sun,8.00
Plains Coreopsis or Tick-Seed,1,Coreopsis tinctoria,"sun, partial sun",8.00
Cedar Elm,1,Ulmus crassifolia,sun,7.20
Purpleleaf Plum,1,Prunus cerasifera,"sun, partial sun",7.20
Black Willow,1,Salix nigra,sun,7.20
Live Oak,1,Quercus virginiana,sun,7.20
Poppies,1,Papaver spp.,"sun, partial sun",7.01
Dutch Hyacinth,1,Hyacinthus orientalis,sun,7.01
California Poppy,1,Eschscholzia californica,"sun, partial sun",7.01
Panicled Goldenraintree,1,Koelreuteria paniculata,sun,7.00
Leatherleaf Mahonia,1,Mahonia bealei,shade,7.00
Wintercreeper Euonymus,1,Euonymus fortunei,"partial sun, shade",7.00
Oregongrapeholly,1,Mahonia aquifolium,"partial sun, shade",7.00
Boxwoods,1,Buxus spp.,"sun, partial sun",7.00
Sotol or Desert Spoon,1,Dasylirion spp.,sun,7.00
Black Walnut,1,Juglans nigra,sun,7.00
English Walnut,1,Juglans regia,sun,7.00
Bougainvillea Goldenraintree or Chinese Flame Tree,1,Koelreuteria bipinnata,sun,7.00
Bumald Spirea,1,Spiraea x bumalda,"sun, partial sun",7.00
Liriope or Lilyturf,1,Liriope muscari,"sun, partial sun, shade",7.00
Nellie R. Stevens Holly,1,Ilex,"sun, partial sun",7.00
Dwarf Pampas Grass,1,Cortaderia selloana,"sun, partial sun",7.00
Ornamental Sweet Potato,1,Ipomoea batatas,"sun, partial sun, shade",7.00
Northern Red Oak,1,Quercus rubra,sun,7.00
Flame Acanthus,1,Anisacanthus quadrifidus var. wrightii,"sun, partial sun",7.00
German Iris or Bearded Iris,1,Iris x germanica,"sun, partial sun",7.00
Yaupon,1,Ilex vomitoria,"sun, partial sun",7.00
American Holly,1,Ilex opaca,"sun, partial sun",7.00
Possumhaw,1,Ilex decidua,"sun, partial sun, shade",7.00
Chinese Holly,1,Ilex cornuta,"sun, partial sun",7.00
English Holly,1,Ilex aquifolium,"sun, partial sun",7.00
Foster's Holly,1,Ilex x attenuata,"sun, partial sun",7.00
Common Sunflower,1,Helianthus annuus,sun,7.00
Southern Catalpa or Indian Bean Tree,1,Catalpa bignonioides,sun,7.00
Pentas or Egyptian Star,1,Pentas lanceolata,"sun, partial sun",7.00
Chinese Wisteria,1,Wisteria sinensis,"sun, partial sun",7.00
Winged Euonymus or Burningbush,1,Euonymus alatus,"sun, partial sun",7.00
Cherry-Laurel,1,Prunus caroliniana,"sun, partial sun, shade",7.00
Northern Catalpa,1,Catalpa speciosa,sun,7.00
Apache Plume,1,Fallugia paradoxa,"sun, partial sun",7.00
Purslane,1,Portulaca oleracea,"sun, partial sun",7.00
Rose Moss or Moss Rose,1,Portulaca grandiflora,"sun, partial sun",7.00
Afghan Pine,1,Pinus eldarica,"sun, partial sun",7.00
Fremont Cottonwood,1,Populus fremontii,sun,7.00
Eastern Cottonwood or Eastern Poplar,1,Populus deltoides,sun,7.00
Annual Fountain Grass or Crimson Fountaingrass,1,Pennisetum setaceum,"sun, partial sun",7.00
Perennial Fountain Grass,1,Pennisetum alopecuroides,"sun, partial sun",7.00
Texas Ash,1,Fraxinus texensis,sun,7.00
Common Sassafras,1,Sassafras albidum,"sun, partial sun",7.00
Kentucky Coffee Tree,1,Gymnocladus dioicus,sun,7.00
Russian Olive or Oleaster,1,Elaeagnus angustifolia,sun,7.00
Globe Amaranth or Bachelor's Button,1,Gomphrena globosa,"sun, partial sun",7.00
Cross Vine,1,Bignonia capreolata,"sun, partial sun",7.00
Glossy Abelia,1,Abelia x grandiflora,"sun, partial sun",7.00
Retama or Jerusalem Thorn,1,Parkinsonia aculeata,sun,7.00
Thorny Elaeagnus,1,Elaeagnus pungens,"sun, partial sun",7.00
Celosia or Cockscomb,1,Celosia cristata,"sun, partial sun",7.00
Vanhoutte Spirea,1,Spiraea x vanhouttei,"sun, partial sun",7.00
Red Tip Photinia,1,Photinia x fraseri,"sun, partial sun",6.20
Columbine,1,Aquilegia x hybrida,"partial sun, shade",6.01
Hardy Chrysanthemum,1,Chrysanthemum x morifolium (Dendranthema x morifolium),"sun, partial sun",6.01
Petunia,1,Petunia x hybrida,"sun, partial sun",6.01
Snapdragon,1,Antirrhinum majus,"sun, partial sun",6.01
Ornamental Cabbage and     Ornamental Kale,1,Brassica oleracea,"sun, partial sun",6.01
Crocus,1,Crocus spp.,"sun, partial sun",6.01
Tulips,1,Tulipa spp.,sun,6.01
Carnation,1,Dianthus caryophyllus,"sun, partial sun",6.01
China Pinks,1,Dianthus chinensis,"sun, partial sun",6.01
Border Forsythia,1,Forsythia x intermedia,"sun, partial sun",6.00
Mexican Fan Palm,1,Washingtonia robusta,"sun, partial sun",6.00
Yellow Bells or Esperanza,1,Tecoma stans var. angustata,"sun, partial sun",6.00
Waxleaf Begonia,1,Begonia semperflorens-cultorum,"sun, partial sun, shade",6.00
Powis Castle Artemisia,1,Artemisia,sun,6.00
Sago Palm,1,Cycas revoluta,"sun, partial sun",6.00
Daylily,1,Hemerocallis spp.,"sun, partial sun",6.00
Windmill Palm,1,Trachycarpus fortunei,"sun, partial sun",6.00
Mandevilla,1,Mandevilla x amabilis,"sun, partial sun",6.00
European Horsechestnut,1,Aesculus hippocastanum,sun,6.00
Rose-Of-Sharon or Shrub Althea,1,Hibiscus syriacus,"sun, partial sun",6.00
Apple,1,Malus x domestica,sun,6.00
Texas Redbud,1,Cercis canadensis var. texensis,sun,6.00
Hinckley's Columbine,1,Aquilegia chrysantha var. hinckleyana,"partial sun, shade",6.00
Mediterranean Fan Palm,1,Chamaerops humilis,sun,6.00
Common Flowering Quince,1,Chaenomeles speciosa,"sun, partial sun",6.00
Blue Daze,1,Evolvulus nuttallianus,"sun, partial sun",6.00
Gold Dust Plant or Japanese Aucuba,1,Aucuba japonica,,6.00
Deodar Cedar,1,Cedrus deodara,"sun, partial sun",6.00
Japanese Barberry,1,Berberis thunbergii,"sun, partial sun",6.00
Carolina Jessamine,1,Gelsemium sempervirens,"partial sun, shade",6.00
Ginkgo or Maidenhair Tree,1,Ginkgo biloba,sun,6.00
Montezuma Cypress,1,Taxodium mucronatum (Taxodium distichum var. mexicanum),"sun, partial sun",6.00
Mexican Redbud,1,Cercis canadensis var. mexicana,sun,6.00
Cast Iron Plant,1,Aspidistra elatior,"partial sun, shade",6.00
Yews,1,Taxus spp.,"sun, partial sun, shade",6.00
Scarlet Firethorn,1,Pyracantha coccinea,"sun, partial sun",6.00
"Gladiola, Glads, or Sword Lily",1,Gladiolus x hortulanus,sun,6.00
Weigela,1,Weigela florida,"sun, partial sun",6.00
Formosa Firethorn,1,Pyracantha koidzumii,"sun, partial sun",6.00
Japanese Flowering Quince,1,Chaenomeles japonica,"sun, partial sun",6.00
Tree Yellow Bells,1,Tecoma stans var. stans,"sun, partial sun",6.00
Primrose Jasmine,1,Jasminum mesnyi,"sun, partial sun",6.00
Hostas or Plantain Lilies,1,Hosta spp.,"partial sun, shade",6.00
Waxleaf Ligustrum,1,Ligustrum japonicum,"sun, partial sun",6.00
Yellow Flag,1,Iris pseudacorus,"sun, partial sun, shade",6.00
Ice Plants,1,Delosperma spp.,"sun, partial sun",6.00
Crimson Bottlebrush,1,Callistemon citrinus (Callistemon lanceolatus),"sun, partial sun",6.00
White Sage,1,Artemisia ludoviciana,"sun, partial sun",6.00
Japanese Pagoda Tree,1,Sophora japonica,"sun, partial sun",6.00
Groundsel Tree or Eastern Baccharis,1,Baccharis halimifolia,sun,6.00
Mexican Heather,1,Cuphea hyssopifolia,"sun, partial sun",6.00
Arizona Cypress,1,Cupressus arizonica,sun,6.00
Mexican Ageratum or Flossflower,1,Ageratum houstonianum,"sun, partial sun",6.00
Common Trumpetcreeper,1,Campsis radicans,"sun, partial sun",6.00
"Bugleweed, Ajuga, or Carpetweed",1,Ajuga reptans,"partial sun, shade",6.00
Italian Cypress,1,Cupressus sempervirens,sun,6.00
Chinese Trumpetcreeper,1,Campsis grandiflora,"sun, partial sun",6.00
Holly Fern,1,Cyrtomium falcatum,shade,6.00
Japanese Ligustrum,1,Ligustrum lucidum,"sun, partial sun",6.00
Hawthorn,1,Crataegus spp.,"sun, partial sun",6.00
Beach Morning Glory,1,Ipomoea stolonifera,sun,6.00
Bottlebrush Buckeye,1,Aesculus parviflora,"sun, partial sun, shade",6.00
Osage Orange (Horse Apple),1,Maclura pomifera,"sun, partial sun",6.00
Japanese Black Pine,1,Pinus thunbergiana,sun,6.00
Caladium,1,Caladium x hortulanum,shade,6.00
Common Smokebush,1,Cotinus coggygria,"sun, partial sun",6.00
Cotoneasters,1,Cotoneaster spp.,"sun, partial sun",6.00
Parsley Hawthorn,1,Crataegus marshallii,"sun, partial sun",6.00
American Smokebush or Texas Smokebush,1,Cotinus obovatus,sun,6.00
Gray Cotoneaster,1,Cotoneaster glaucophyllus,sun,6.00
Leyland Cypress,1,X Cupressocyparis leylandii,"sun, partial sun",6.00
Water Lilies,1,Nymphaea spp.,"sun, partial sun",5.40
Pansy,1,Viola x wittrockiana,"sun, partial sun",5.21
Johnny-Jump-Up,1,Viola tricolor,"sun, partial sun",5.21
Dwarf French Marigold,1,Tagetes patula,"sun, partial sun",5.20
Austrian Pine,1,Pinus nigra,sun,5.20
London Planetree,1,Platanus x acerifolia,sun,5.20
Sycamore or American Planetree,1,Platanus occidentalis,sun,5.20
Common Fig,1,Ficus carica,sun,5.20
Mugo Pine,1,Pinus mugo,"sun, partial sun",5.20
Eastern White Pine,1,Pinus strobus,sun,5.20
Canna,1,Canna x generalis,"sun, partial sun",5.20
Pecan,1,Carya illinoinensis,sun,5.20
Elephant's Ear,1,Colocasia esculenta,"sun, partial sun, shade",5.20
Roses,1,Rosa spp.,"sun, partial sun",5.20
Egyptian Papyrus,1,Cyperus papyrus,"sun, partial sun, shade",5.20
Indian Hawthorns,1,Raphiolepis spp.,"sun, partial sun",5.20
Washington Hawthorn,1,Crataegus phaenopyrum,"sun, partial sun",5.20
Japanese Persimmon,1,Diospyros kaki,sun,5.20
Flowering Crabapples,1,Malus spp.,sun,5.20
Peach or Nectarine,1,Prunus persica,sun,5.20
Umbrella Sedge or Umbrella Palm,1,"Cyperus alternifolius (Cyperus flabelliformis, Cyperus involucratus)","sun, partial sun, shade",5.20
Siberian Elm,1,Ulmus pumila,sun,5.20
Horsetail,1,Equisetum hyemale,"sun, partial sun, shade",5.20
African Marigold or             American Marigold,1,Tagetes erecta,"sun, partial sun",5.20
Oriental Arborvitae,1,Platycladus orientalis,"sun, partial sun",5.00
Maki or Japanese Yew,1,Podocarpus macrophyllus var. maki,"sun, partial sun, shade",5.00
Sweet Acacia,1,Acacia farnesiana,sun,5.00
Red Buckeye,1,Aesculus pavia,"sun, partial sun, shade",5.00
Chenille Plant,1,Acalypha hispida,"sun, partial sun",5.00
Catclaw Acacia,1,Acacia greggii,sun,5.00
California Fan Palm or Petticoat Palm,1,Washingtonia filifera,sun,5.00
Drummond Red Maple,1,Acer rubrum var. drummondii,sun,5.00
Fern Acacia,1,Acacia hirta,"sun, partial sun",5.00
Copper Plant,1,Acalypha wilkesiana,"sun, partial sun, shade",5.00
Bush Cinquefoil,1,Potentilla fruticosa,"sun, partial sun",5.00
Oakleaf Hydrangea,1,Hydrangea quercifolia,"partial sun, shade",5.00
Japanese Loquat,1,Eriobotrya japonica,"sun, partial sun",5.00
Euryops Daisy,1,Euryops pectinatus,"sun, partial sun",5.00
Common Morning Glory,1,Ipomoea purpurea,sun,5.00
Jelly Palm or Pindo Palm,1,Butia capitata (Cocos australis),sun,5.00
"Anacahuite, Texas Olive, or Mexican Olive",1,Cordia boissieri,"sun, partial sun",5.00
Pineapple Guava,1,Feijoa sellowiana (Acca sellowiana),"sun, partial sun",5.00
Chinese Parasol Tree,1,Firmiana simplex,"sun, partial sun",5.00
Kumquat,1,Fortunella margarita,"sun, partial sun",5.00
Green Ash,1,Fraxinus pennsylvanica,sun,5.00
"Arizona Ash, Velvet Ash or Modesto Ash",1,Fraxinus velutina,sun,5.00
Thyrallis or Yellow Plumbago,1,Galphimia glauca (Thryrallis glauca),"sun, partial sun",5.00
Violet Silverleaf,1,Leucophyllum candidum,sun,5.00
Bay Laurel,1,Laurus nobilis,"sun, partial sun",5.00
New Guinea Hybrid Impatiens,1,Impatiens,shade,5.00
Shrimp Plant,1,Justicia brandegeana,"sun, partial sun, shade",5.00
English Ivy,1,Hedera helix,"sun, partial sun, shade",5.00
Bigleaf Hydrangea,1,Hydrangea macrophylla,partial sun,5.00
Gazania,1,Gazania spp.,sun,5.00
Coleus or Painted Nettle,1,Coleus x hybridus (Solenostemon scutellariodes),"sun, partial sun, shade",5.00
Loblolly Pine,1,Pinus taeda,sun,5.00
Croton,1,Codiaeum variegatum,"partial sun, shade",5.00
Tea Olive or False Holly,1,Osmanthus spp.,"sun, partial sun",5.00
Aleppo Pine,1,Pinus halepensis,sun,5.00
Witchhazels,1,Hamamelis spp.,"sun, partial sun",5.00
Japanese Cryptomeria,1,Cryptomeria japonica,"sun, partial sun",5.00
American Chestnut,1,Castanea dentata,"sun, partial sun, shade",5.00
Pride-Of-Barbados,1,Caesalpinia pulcherrima,sun,5.00
Texas Kidneywood,1,Eysenhardtia texana,"sun, partial sun",4.60
Banana,1,Musa x paradisiaca,"sun, partial sun",4.40
Vinca or Periwinkle,1,Catharanthus roseus,"sun, partial sun",4.40
Giant Alocasia,1,Alocasia macrorrhiza,"partial sun, shade",4.40
Japanese Honeysuckle,1,Lonicera japonica,"sun, partial sun",4.40
Tropical Hibiscus,1,Hibiscus rosa-sinensis,"sun, partial sun",4.40
Rhododendrons or Azaleas,1,Rhododendron spp.,"sun, partial sun, shade",4.20
Sugar Maple,1,Acer saccharum,"sun, partial sun",4.20
"Impatiens, Sultana, or Busy Lizzy",1,Impatiens wallerana,shade,4.20
Japanese Maple,1,Acer palmatum,"partial sun, shade",4.20
Chinese Chestnut,1,Castanea mollissima,sun,4.20
Flowering Maples,1,Abutilon spp.,"sun, partial sun, shade",4.20
Flowering Dogwood,1,Cornus florida,sun,4.20
Water Lotus,1,Nelumbo spp.,"sun, partial sun",4.20
Shagbark Hickory,1,Carya ovata,"sun, partial sun",4.20
Bougainvillea or Tissue-Paper Flower,1,Bougainvillea spectabilis,"sun, partial sun",4.20
Common Pear,1,Pyrus communis,sun,4.20
Citrus,1,Citrus spp.,"sun, partial sun",3.60
White Ash,1,Fraxinus americana,sun,3.60
Norway Spruce,1,Picea abies,"sun, partial sun",3.40
Paper Birch,1,Betula papyrifera,sun,3.40
Blue Colorado Spruce,1,Picea pungens f. glauca,sun,3.40
